source_filename,Agreement Name,Agreement Type,Agreement Date,Agreement Date Conformed,Party1 Name,Party1 Role,Party2 Name,Party2 Role,Term,Term Conformed,Renewal Term,Renewal Term Conformed, Recurring Monthly Charges , Nonrecurring Charges ,Connection Services,Professional Services,Equipment,Locations,Contract Type,Agreement_Name,Agreement_Type,Agreement_Date,Agreement_Date_Conformed,Party1_Name,Party1_Role,Party2_Name,Party2_Role,Term_Conformed,Renewal_Term,Renewal_Term_Conformed,Recurring_Monthly_Charges,Nonrecurring_Charges,Connection_Services,Professional_Services,Notes,Amendment,CA_Number,Pilot BTN,descriptive_text,Document Title,Contact Names,Clauses,Provider,Customer,Amendments,Comments,Additional Notes,Changes
441593614041_Adams x8_Ten4_HV Addendum 051120-FE.pdf,ADDENDUM to Master Services Agreement,Addendum,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,thirty-six (36) months from date of install for each location.,36,month-to-month basis,1, $64.85 , $214.95 ,"['Virtual PBX', 'VoIP services']","['Remote Setup', 'automated attendant configuration', 'E911 location population']","['SOHO Complete package', 'Snom M100 KLE Base Station', 'Snom M18 KLE Deskset', 'Snom M10 KLE Handset']","['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593614190_Adams x8_Ten4_HV Addendum 051120-FE.pdf,ADDENDUM to Master Services Agreement,Addendum,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,thirty-six (36) months from date of install for each location.,36,month-to-month basis,1, $64.85 , $214.95 ,"['Virtual PBX', 'VoIP services']","['Remote Setup', 'automated attendant configuration', 'E911 location population']","['SOHO Complete package with included features', '2x local telephone number', '2 x call paths', 'E911 entry and all standard features and wireless transmitter, deskset and handset with management', 'Snom M100 KLE Base Station', 'Snom M18 KLE Deskset', 'Snom M10 KLE Handset']","['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593614483_Adams x8_Ten4_HV Addendum 051120-FE.pdf,ADDENDUM to Master Services Agreement,Addendum,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,thirty-six (36) months from date of install for each location.,36,month-to-month basis,1, $64.85 , $214.95 ,"['Virtual PBX', 'VoIP services']","['Remote Setup for Virtual PBX and VoIP services', 'automated attendant configuration', 'E911 location population']","['SOHO Complete package with included features', '2x local telephone number', '2 x call paths', 'E911 entry and all standard features and wireless transmitter, deskset and handset with management.', 'Snom M100 KLE Base Station', 'Snom M18 KLE Deskset', 'Snom M10 KLE Handset']","['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593614775_Adams x8_Ten4_HV Addendum 051120-FE.pdf,ADDENDUM to Master Services Agreement,Addendum,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,thirty-six (36) months from date of install for each location.,36,month-to-month basis,1, $64.85 , $214.95 ,"['Virtual PBX', 'VoIP services']","['Remote Setup', 'automated attendant configuration', 'E911 location population']","['SOHO Complete package with included features for (1) Location. Includes 2x local telephone number, 2 x call paths, E911 entry and all standard features and wireless transmitter, deskset and handset with management.', 'Snom M100 KLE Base Station', 'Snom M18 KLE Deskset', 'Snom M10 KLE Handset']","['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593614860_Adams x8_Ten4_HV Addendum 051120-FE.pdf,Master Services Agreement,Addendum,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,thirty-six (36) months from date of install for each location.,36,month-to-month basis,1, $64.85 , $214.95 ,"['Virtual PBX', 'VoIP services']","['Remote Setup', 'automated attendant configuration', 'E911 location population']","['SOHO Complete package', 'Snom M100 KLE Base Station', 'Snom M18 KLE Deskset', 'Snom M10 KLE Handset']","['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593623738_Adams.Augusta-Ten4 HV SNOM Addendum.pdf,Master Services Agreement,Addendum,6/17/2020,6/17/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,thirty-six (36) months,36,month-to-month basis,1, $64.85 , $214.95 ,"['Hosted PBX Setup - Ten4 Provided Remote Setup for Virtual PBX and VoIP services, automated attendant configuration and E911 location population', 'Phone Number LNP and/or Toll Free RESPORG - Ten4 will port 1 existing telephone number from your current provider.']",['management'],"['SOHO Complete -Includes 2x local telephone number, 2 x call paths, E911 entry and all standard features and wireless transmitter, deskset and handset with management.', 'Snom M100 KLE Base Station', 'Snom M18 KLE Deskset', 'Snom M10 KLE Handset']","['Storage Units Augusta, LLC, 159 Cooper Dr., Augusta, GA 30907']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593614993_Adams x8_Ten4_HV Addendum 051120-FE.pdf,Master Services Agreement,Addendum,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,thirty-six (36) months from date of install for each location.,36,month-to-month basis,1, $64.85 , $214.95 ,"['Virtual PBX', 'VoIP services']","['Remote Setup', 'automated attendant configuration', 'E911 location population']","['SOHO Complete package with included features', 'wireless transmitter', 'deskset', 'handset', 'Snom M100 KLE Base Station', 'Snom M18 KLE Deskset', 'Snom M10 KLE Handset']","['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593625907_Adams x8_Ten4_E911 051120-FE.pdf,EMERGENCY 911 DIALING,Service Agreement,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,,,,,,,"['wireless broadband', 'SIP', 'VoIP connectivity services']",[],['Ten4 certified Devices or Equipment'],"['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593626096_Adams x8_Ten4_E911 051120-FE.pdf,EMERGENCY 911 DIALING,Service Agreement,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,,,,,,,"['wireless broadband', 'SIP', 'VoIP connectivity services']",[],['Ten4 certified Devices or Equipment'],"['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593626814_Adams x8_Ten4_E911 051120-FE.pdf,EMERGENCY 911 DIALING,Service Agreement,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,,,,,,,"['wireless broadband', 'SIP', 'VoIP connectivity services']",[],['Ten4 certified Devices or Equipment'],"['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593626695_Adams x8_Ten4_E911 051120-FE.pdf,EMERGENCY 911 DIALING,Service Agreement,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,,,,,,,"['wireless broadband', 'SIP', 'VoIP connectivity services']",[],['Ten4 certified Devices or Equipment'],"['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593626946_Adams x8_Ten4_E911 051120-FE.pdf,EMERGENCY 911 DIALING,Service Agreement,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,,,,,,,"['wireless broadband', 'SIP', 'VoIP connectivity services']",[],['Ten4 certified Devices or Equipment'],"['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593627164_Adams x8_Ten4_E911 051120-FE.pdf,EMERGENCY 911 DIALING,Service Agreement,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,,,,,,,"['wireless broadband', 'SIP', 'VoIP connectivity services']",[],['Ten4 certified Devices or Equipment'],"['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441593627076_Adams x8_Ten4_E911 051120-FE.pdf,EMERGENCY 911 DIALING,Service Agreement,5/11/2020,5/11/2020,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,,,,,,,"['wireless broadband', 'SIP', 'VoIP connectivity services']",[],['Ten4 certified Devices or Equipment'],"['4731 Washington Road, Evans, GA 30809', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '6606 Ocean Hwy West, Ocean Island Beach, NC 28469', '670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville, SC 29829', '760 Travelers Blvd, Summerville, SC 29485', '1176 Clements Ferry Road, Wando, SC 29492']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441605033010_20201028111258062 (4).pdf,Hosted Voice Addendum,Addendum,10/28/2020,10/28/2020,"Distributed Computing, Inc. dba Ten4",Provider,"Public Justice Center, Inc.",Customer,month-to-month from date of install for each location.,1,month-to-month basis,1, $589.80 , $899.00 ,"['SIP Trunk Bundle - Small (includes SBC & Monitoring)', 'SIP Trunk - Unbundled (Unlimited)', 'WBG - Backup Pro (Dual SIM 20GB, $7 per GB)', 'WBG - Primary Rescue (Dual SIM Unlimited GB)']","['On-site installation (half day)', 'SBC Remote Setup & Configuration', 'WBG Backup Pro', 'WBG Primary Rescue', 'WBG Installation']",['Ribbon 6000 SBC Rental (difference of 2900 vs 6000)'],"['201 N. Charles Street, 12th Floor, Baltimore, MD 21201', '1700 Union Avenue, Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441605033986_20201028111258062 (4).pdf,Hosted Voice Addendum,Addendum,10/28/2020,10/28/2020,"Distributed Computing, Inc. dba Ten4",Provider,"Public Justice Center, Inc.",Customer,month-to-month from date of install for each location.,1,month-to-month basis,1, $589.80 , $899.00 ,"['SIP Trunk Bundle - Small (includes SBC & Monitoring)', 'SIP Trunk - Unbundled (Unlimited)', 'WBG - Backup Pro (Dual SIM 20GB, $7 per GB)', 'WBG - Primary Rescue (Dual SIM Unlimited GB)']","['On-site installation (half day)', 'SBC Remote Setup & Configuration', 'WBG Backup Pro', 'WBG Primary Rescue', 'WBG Installation']",['Ribbon 6000 SBC Rental (difference of 2900 vs 6000)'],"['201 N. Charles Street, 12th Floor, Baltimore, MD 21201', '1700 Union Avenue, Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441603809866_Boyds-Ten4 HV Addm 091120-FE.pdf,Hosted Voice Addendum,Addendum,9/14/2020,9/14/2020,"Distributed Computing, Inc. dba Ten4",Provider,Boyd's L.P.,Customer,twelve (12) months from date of install for each location.,12,month-to-month basis,1, $279.82 , $950.00 ,['Hosted Voice Services'],"['On-site installation (half day)', 'SBC Remote Setup & Configuration']","['Business Pro Seat w/phone', 'Yealink T54W w/power supply', 'Yealink W53P DECT Cordless Bundle (W60B + W53H)', 'Edgemarc C2E Licensing & Monitoring', 'Yealink Wall Mount Adapter for T5', 'EdgeMarc 2900a (C2E)', 'Cat5e Patch Cord', 'Netgear 16 Port POE Switch']","['117 Coulter Avenue, Ardmore, PA 19003']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441605034052_20201028111258062 (4).pdf,Hosted Voice Addendum,Addendum,10/28/2020,10/28/2020,"Distributed Computing, Inc. dba Ten4",Provider,"Public Justice Center, Inc.",Customer,month-to-month from date of install for each location.,1,month-to-month basis,1, $589.80 , $899.00 ,"['SIP Trunk Bundle - Small (includes SBC & Monitoring)', 'SIP Trunk - Unbundled (Unlimited)', 'WBG - Backup Pro (Dual SIM 20GB, $7 per GB)', 'WBG - Primary Rescue (Dual SIM Unlimited GB)']","['On-site installation (half day)', 'SBC Remote Setup & Configuration', 'WBG Backup Pro', 'WBG Primary Rescue', 'WBG Installation']",['Ribbon 6000 SBC Rental (difference of 2900 vs 6000)'],"['201 N. Charles Street, 12th Floor, Baltimore, MD 21201', '1700 Union Avenue, Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441610130119_KCPS-Ten4 Hosted Voice Add-On 121120.pdf,Ten4 Hosted Voice Add-On Addendum,Addendum,1/8/2021,1/8/2021,Ten4,Provider,Kent County Public Schools,Customer,Term of thirty-six (36) months,36,month-to-month,1, $32.23 , $748.80 ,['Hosted Voice'],[],"['Business Pro Seat w/phone', 'Yealink T54W w/power supply', 'Yealink W53P DECT Cordless Bundle (W60B + W53H)', 'Yealink 50 Button Expansion Module (T5 Series)', 'T53 Power adapters']","['5608 Boundary Avenue, Rock Hall, MD 21661']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441607693811_Oshinsky-Ten4 HV Add-On 112420----Signed.pdf,Ten4 Hosted Voice Add-On Addendum,Addendum,11/24/2020,11/24/2020,Ten4,Provider,Alan E. Oshinsky MD PA,Customer,The Service Term for this Add-On is co-terminus with the original Hosted Voice Agreement signed by Customer on 11/12/2020,,month-to-month,1, $9.95 ,,"['Hosted Voice', 'Virtual Extension (Hospital ext to ext dialing)']",[],[],"['301 Saint Paul Place, Suite 612, Baltimore, MD 21202', '1700 Union Avenue, Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441607624650_KCPS-Ten4 HV Addendum 102820 (3).pdf,Hosted Voice Addendum,Addendum,10/29/2020,10/29/2020,"Distributed Computing, Inc. dba Ten4",Provider,Kent County Public Schools,Customer,thirty-six (36) months from date of install for each location.,36,on a month-to-month basis,1," $3,210.99 ", $-   ,['Hosted Voice Services'],[],"['Business Pro Seat w/phone', 'POTS Complete', 'Yealink T53', 'Yealink T54 w/power supply', 'Wall Mount for T53', 'EdgeMarc 2900a (C2E)', 'Edgemarc C2E Licensing & Monitoring']","['5608 Boundary Avenue, Rock Hall, MD 21661']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441612800164_Please_DocuSign_KCPS-Ten4_HV_Add-On_081220.p.pdf,Ten4 Hosted Voice Add-On Addendum,Addendum,,,Ten4,Provider,Kent County Public Schools,Customer,The Service Term for this Add-On is co-terminus with the original Hosted Voice Agreement signed by Customer on 07/28/2020,,month-to-month,1, $229.50 ,,"['Business Pro Seat w/phone (discounted rate)', 'Yealink T53 - Substitution']",[],['phone'],"['5608 Boundary Avenue, Rock Hall, MD 21661']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441607693762_Oshinsky-Ten4 HV Agmt 111120-FE.pdf,Hosted Voice Addendum,Addendum,11/12/2020,11/12/2020,"Distributed Computing, Inc. dba Ten4",Provider,Alan E. Oshinsky MD PA,Customer,twenty-four (24) months,24,month-to-month,1, $420.31 ," $1,075.00 ",['Hosted Voice Services'],"['SBC Remote Setup and Configuration', 'On-site installation (Both Sites)']","['Business Pro Seat w/phone', 'POTS Complete-Mercy Medical Center Fax', 'Yealink T54W w/power supply - Upcharge', 'Yealink Wall Mount Adapter for T5', 'Edgemarc C2E Licensing & Monitoring', 'EdgeMarc 2900a (C2E)', 'Phone Number LNP and/or Toll Free RESPORG']","['301 Saint Paul Place, Suite 612, Baltimore, MD 21202', '1700 Union Avenue, Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441607440917_Tipco Manassas-Ten4 HV Addendum 120320-FE.pdf,Hosted Voice Addendum,Addendum,12/3/2020,12/3/2020,"Distributed Computing, Inc. dba Ten4",Provider,"Tipco Technologies, Inc.",Customer,thirty-six (36) months,36,month-to-month basis,1, $65.72 , $799.95 ,['Hosted Voice Services'],"['Remote Setup for Virtual PBX and VoIP services', 'On-site installation (half day)']","['Business Complete Seat w/phone', 'Polycom VVX 350']","['9501 Discovery Blvd., Suites 110 &115, Manassas, VA 20109', '1700 Union Avenue, Suite B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441615918424_Adams-Aiken-Ten4 Site License Agmt 010421-FE.pdf,Hosted Voice Site License Addendum,Addendum,1/4/2021,1/4/2021,"Distributed Computing, Inc. dba Ten4",Provider,"Storage Units of Aiken, LLC",Customer,thirty-six (36) months,36,month-to-month basis,1, $240.00 ," $1,465.00 ","['HOSTED VOICE SOLUTION', 'WIRELESS BROADBAND BACKUP (INTERNET ACCESS)']",[],"['NavePoint 9U Wall Mount Rack', 'NavePoint 1U shelf 10"" depth', 'NavePoint 1U shelf 14"" depth', 'CyberPower 1U 500V/300W UPS w/ 6 outlets', 'Edgemarc 6000', 'Up to 3x POTS (off Edgemarc)', 'Snom M100 KLE Base Station', 'Snom M18 KLE Deskset', 'Snom M10 KLE Handset', 'Single SIM Wireless Broadband backup (5GB plan)']","['519 Silver Bluff Road, Aiken, SC 29803']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441614802169_341614361901_Adamsx11-Ten4 Site License Agmts 022521[1].pdf,Hosted Voice Site License Addendum,Addendum,2/26/2021,2/26/2021,"Distributed Computing, Inc. dba Ten4",Provider,Adams Property Group,Customer,thirty-six (36) months,36,month-to-month basis,1," $2,640.00 "," $16,115.00 ",['Hosted voice solution with wireless broadband backup'],['Setup and install Site License'],"['NavePoint 9U Wall Mount Rack', 'NavePoint 1U shelf 10"" depth', 'NavePoint 1U shelf 14"" depth', 'CyberPower 1U 500V/300W UPS w/ 6 outlets', 'Edgemarc 6000', 'Up to 3x POTS (off Edgemarc)', 'Snom M100 KLE Base Station', 'Snom M18 KLE Deskset', 'Snom M10 KLE Handset', 'Single SIM Wireless Broadband backup (5GB plan)']","['670 East Pine Log Road, Aiken, SC 29803', '200 Bettis Academy Road, Graniteville SC 29829', '128 Highway 96, Bonaire, GA 31005', '1402 Brevard Road, Asheville, NC 28806', '2077 Calhoun Road, Greenwood, SC 29649', '1176 Clements Ferry Road, Wando, SC 29492', '4731 Washington Road, Evans, GA 30809', '1758 St. Matthews Road, Orangeburg, SC 29118', '365 Keowee School Road, Seneca, SC 29672', '2254 Sandifer Blvd., Westminster, SC 29696', '4206 Wheeler Road, Martinez, GA 30907']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441620649869_ea 8487 melton road sof.pdf,Service Order Form,Order,4/28/2021,4/28/2021,ten4,Provider,Education Affiliates,Customer,,,,, $189.00 , $25.00 ,"['Wireless Broadband', 'Ten4 Pro Plan']",[],[],"['8487 Melton Road Gary, IN 46403']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441616090384_Chardan Capital Markets LLC - New York.pdf,Bigleaf Service Agreement,Order,1/31/2020,1/31/2020,"Bigleaf Networks, Inc.",Provider,Chardan Capital Markets Llc,Customer,"the time period specified in the Order (the ""Initial Term"")",,successive 12-month periods,12, $299/month , $549.00 ,['Internet optimization and redundancy services that provides high-performance internet connectivity over multiple last-mile ISP circuits'],[],"['BLR-107 router', 'BLR-111 router', 'High-Availability switch']","['17 State Street, Suite 2130 (21st Floor) New York, Ny 10004', '17 State Street, Suite 2130 (21st Floor) New York, Ny 10004']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
441607009441_Big Leaf signed contracts MMCO.pdf,Bigleaf Networks Services Order,Order,4/29/2020,4/29/2020,Bigleaf Networks,Provider,"Mmco, Lic.",Customer,12 Months,12,36 Months,36,,,"['3/3Gbps', '2/2Gbps', '1/1Gbps', '500/500Mbps', '250/250Mbps', '100/100Mbps', '50/50Mbps', '20/20Mbps']",[],"['Warm Spare upgrade: 10-100Mbps equipment', 'Warm Spare upgrade: 250Mbps-3Gbps equipment', 'High-Availability upgrade: 50-100Mbps equipment', 'High-Availability upgrade: 250Mbps-3Gbps equip.', 'High-Availability Switch Add-On']","['1312 W Ridge Pike Conshohocken, Pa 19428', '1001 Kimberton Rd Chester Springs, Pa 19425', '1223 Industrial Way Conshohocken, Pa 19428', '1421 Wilmington Pike West Chester, Pa 19382', '323 E Lancaster Ave Wynnewood, Pa 19096']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451661950480_BLACK ROCK 8778104163197497.pdf,COMCAST BUSINESS SERVICE ORDER,Order,8/23/2022,8/23/2022,"Comcast Cable Communications Management, LLC",Provider,Black Rock,Customer,36 Months,36,,, $84.90 , $-   ,['Business Internet 100'],[],['Package Equipment Fee'],"['1290 NE BURNSIDE RD GRESHAM, OR 97030', '1700 UNION AVENUE SUITE B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451661951565_BLACK ROCK COFFEE _8778101071018211.pdf,COMCAST BUSINESS SERVICE ORDER,Order,8/22/2022,8/22/2022,"Comcast Cable Communications Management, LLC",Provider,BLACK ROCK COFFEE.,Customer,36 Months,36,,, $84.90 , $-   ,['Business Internet 100'],[],['Package Equipment Fee'],"['1320 SW SCOTTON WAY BATTLE GROUND, WA 98604', '1700 UNION AVENUE STE B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451661953448_BLACK ROCK COFFEE 8778101014413024.pdf,COMCAST BUSINESS SERVICE ORDER,Service Order,8/23/2022,8/23/2022,"Comcast Cable Communications Management, LLC",Provider,Black Rock Coffee,Customer,36 Months,36,,, $84.90 , $-   ,['Business Internet 100'],[],['Package Equipment Fee'],"['2630 E FOURTH PLAIN BLVD VANCOUVER WA 98661', '1700 UNION AVENUE STE B Baltimore MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451661953691_BLACK ROCK COFFEE 8778104170948114.pdf,Comcast Business Service Order,Order,8/23/2022,8/23/2022,"Comcast Cable Communications Management, LLC",Provider,BLACK ROCK COFFEE,Customer,36 Months,36,,, $84.90 , $-   ,['Business Internet 100'],[],['Package Equipment Fee'],"['24699 SE STARK ST TROUTDALE, OR 97060', '1700 UNION AVENUE STE B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451661954096_BLACK ROCK COFFEE BAR 8497404621594792.pdf,Comcast Business Service Order,Order,8/23/2022,8/23/2022,"Comcast Cable Communications Management, LLC",Provider,Black Rock Coffee Bar,Customer,36 Months,36,,, $84.90 , $-   ,['Business Internet 100'],[],['Package Equipment Fee'],"['2727 W BELLEVIEW AVE LITTLETON, CO 80123', '1700 UNION AVENUE STE B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451661954442_BLACK ROCK COFFEE BAR 8778102301160096.pdf,COMCAST BUSINESS SERVICE ORDER,Order,8/26/2022,8/26/2022,"Comcast Cable Communications Management, LLC",Provider,Black Rock Coffee Bar,Customer,36 Months,36,,, $84.90 , $-   ,['Business Internet 100'],[],['Package Equipment Fee'],"['1801 MOLALLA AVE, OREGON CITY, OR 97045']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
451661954757_BLACK ROCK COFFEE BAR 8778103052083818.pdf,Comcast Business Service Order Agreement,Order,8/22/2022,8/22/2022,"Comcast Cable Communications Management, LLC",Provider,Black Rock Coffee Bar,Customer,36 Months,36,,, $64.95 , $-   ,['Business Internet 100'],[],['Business Web'],"['1051 SE Tualatin Valley Hwy Hillsboro, OR 97123', '1700 UNION AVENUE STE B Baltimore, MD 21211']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4561697574648_Summary.pdf,"01733032.5, MEDLINE INDUSTRIES I",Agreement,9/20/2023,9/20/2023,Verizon,Provider,MEDLINE INDUSTRIES I,Customer,,,,,,,[],[],[],"['1095 Ave of The Americas New York, NY 10036-6704']",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
